All/JPEGImages/Adachi_20170908142224.jpg,1,0.0180,270,107,342,133
All/JPEGImages/Adachi_20170908142224.jpg,1,0.0202,293,104,400,139
All/JPEGImages/Adachi_20170908142224.jpg,1,0.8535,237,233,289,533
All/JPEGImages/Adachi_20170906153135.jpg,1,0.2488,391,477,480,590
All/JPEGImages/Adachi_20170908101923.jpg,0,0.0123,313,261,352,547
All/JPEGImages/Adachi_20170908101923.jpg,0,0.1048,301,254,335,551
All/JPEGImages/Adachi_20170908101923.jpg,1,0.0863,301,254,335,551
All/JPEGImages/Adachi_20170908101923.jpg,3,0.6975,219,335,592,362
All/JPEGImages/Adachi_20170908101923.jpg,1,0.8119,400,199,449,253
All/JPEGImages/Adachi_20170921111914.jpg,2,0.0324,64,367,258,550
All/JPEGImages/Adachi_20170921111914.jpg,0,0.8713,62,375,266,576
All/JPEGImages/Adachi_20170921111914.jpg,0,0.7789,340,404,458,555
All/JPEGImages/Adachi_20170914153127.jpg,1,0.8760,305,181,404,320
All/JPEGImages/Adachi_20170914153127.jpg,1,0.8566,490,326,602,474
All/JPEGImages/Adachi_20170914153127.jpg,1,0.1813,234,83,286,142
All/JPEGImages/Adachi_20170906151017.jpg,4,0.6703,107,345,231,466
All/JPEGImages/Adachi_20170906151017.jpg,1,0.8514,111,364,214,587
All/JPEGImages/Adachi_20170906151017.jpg,0,0.8739,345,352,463,575
All/JPEGImages/Adachi_20170908104019.jpg,4,0.8933,0,174,669,518
All/JPEGImages/Adachi_20170908104019.jpg,4,0.0343,98,167,573,380
All/JPEGImages/Adachi_20170908104019.jpg,0,0.0262,22,276,235,576
All/JPEGImages/Adachi_20170907152052.jpg,1,0.7580,341,275,374,591
All/JPEGImages/Adachi_20170912133731.jpg,3,0.0428,361,379,521,468
All/JPEGImages/Adachi_20170912133731.jpg,0,0.4944,396,383,487,462
All/JPEGImages/Adachi_20170912133731.jpg,1,0.1681,396,383,487,462
All/JPEGImages/Adachi_20170912133731.jpg,1,0.8922,487,457,595,594
All/JPEGImages/Adachi_20170908104127.jpg,2,0.0383,100,378,212,419
All/JPEGImages/Adachi_20170908104127.jpg,1,0.6623,342,175,431,355
All/JPEGImages/Adachi_20170908104127.jpg,1,0.3836,448,402,546,583
All/JPEGImages/Adachi_20170908104127.jpg,1,0.1798,346,163,521,559
All/JPEGImages/Adachi_20170908104459.jpg,3,0.2739,211,234,461,295
All/JPEGImages/Adachi_20170908104459.jpg,3,0.0416,233,278,472,311
All/JPEGImages/Adachi_20170908104459.jpg,2,0.0104,153,485,342,513
All/JPEGImages/Adachi_20170908104459.jpg,3,0.0176,153,485,342,513
All/JPEGImages/Adachi_20170908104459.jpg,1,0.7289,87,213,266,588
All/JPEGImages/Adachi_20170913113607.jpg,1,0.8319,426,376,530,564
All/JPEGImages/Adachi_20170920150602.jpg,1,0.9153,249,285,428,592
All/JPEGImages/Adachi_20170920150602.jpg,0,0.0592,-10,444,58,502
All/JPEGImages/Adachi_20170908140223.jpg,0,0.0133,4,328,219,518
All/JPEGImages/Adachi_20170908140223.jpg,4,0.0791,4,328,219,518
All/JPEGImages/Adachi_20170908140223.jpg,2,0.0377,181,314,323,463
All/JPEGImages/Adachi_20170911103954.jpg,1,0.6344,392,359,551,545
All/JPEGImages/Adachi_20170911103954.jpg,1,0.0245,400,360,485,430
All/JPEGImages/Adachi_20170911103954.jpg,1,0.0233,394,376,500,468
All/JPEGImages/Adachi_20170906152733.jpg,2,0.0100,390,449,498,506
All/JPEGImages/Adachi_20170906152733.jpg,1,0.9338,350,351,580,588
All/JPEGImages/Adachi_20170908093958.jpg,3,0.0892,398,201,555,235
All/JPEGImages/Adachi_20170908093958.jpg,3,0.0366,386,221,559,258
All/JPEGImages/Adachi_20170908093958.jpg,3,0.0324,371,209,585,282
All/JPEGImages/Adachi_20170908093958.jpg,1,0.8751,381,213,599,542
All/JPEGImages/Adachi_20170908093958.jpg,0,0.0998,368,199,595,532
All/JPEGImages/Adachi_20170908093958.jpg,1,0.3577,299,366,340,577
All/JPEGImages/Adachi_20170908093958.jpg,1,0.0973,252,189,363,590
All/JPEGImages/Adachi_20170908093958.jpg,0,0.0263,507,468,563,558
All/JPEGImages/Adachi_20170908093958.jpg,0,0.0253,376,212,439,296
All/JPEGImages/Adachi_20170908093958.jpg,0,0.0106,385,221,506,269
All/JPEGImages/Adachi_20170912143036.jpg,4,0.6986,276,435,405,477
All/JPEGImages/Adachi_20170912143036.jpg,4,0.6167,408,382,552,424
All/JPEGImages/Adachi_20170912143036.jpg,3,0.2006,266,386,534,418
All/JPEGImages/Adachi_20170912143036.jpg,4,0.2129,266,386,534,418
All/JPEGImages/Adachi_20170912143036.jpg,4,0.1495,483,402,570,452
All/JPEGImages/Adachi_20170912143036.jpg,3,0.3153,264,434,518,458
All/JPEGImages/Adachi_20170912143036.jpg,4,0.1174,264,434,518,458
All/JPEGImages/Adachi_20170912143036.jpg,4,0.0279,398,410,564,437
All/JPEGImages/Adachi_20170912143036.jpg,4,0.0144,495,444,583,493
All/JPEGImages/Adachi_20170912143036.jpg,3,0.2395,215,425,630,444
All/JPEGImages/Adachi_20170912143036.jpg,3,0.0322,281,450,587,477
All/JPEGImages/Adachi_20170912143036.jpg,3,0.0230,211,439,601,463
All/JPEGImages/Adachi_20170906102552.jpg,3,0.0113,-14,538,449,585
All/JPEGImages/Adachi_20170906102552.jpg,2,0.0699,440,252,539,314
All/JPEGImages/Adachi_20170906102552.jpg,1,0.9049,6,438,111,558
All/JPEGImages/Adachi_20170906102552.jpg,0,0.8592,373,271,514,444
All/JPEGImages/Adachi_20170906102552.jpg,0,0.0336,442,245,548,303
All/JPEGImages/Adachi_20170912143243.jpg,1,0.9042,341,317,414,585
All/JPEGImages/Adachi_20170906151015.jpg,1,0.9203,129,320,257,605
All/JPEGImages/Adachi_20170906151015.jpg,0,0.8782,322,325,431,534
All/JPEGImages/Adachi_20170906151015.jpg,0,0.0107,130,331,195,427
All/JPEGImages/Adachi_20170912143618.jpg,3,0.0148,287,367,481,396
All/JPEGImages/Adachi_20170912143618.jpg,1,0.5872,293,300,325,372
All/JPEGImages/Adachi_20170912143618.jpg,1,0.3615,418,355,582,526
All/JPEGImages/Adachi_20170912143618.jpg,0,0.0238,536,479,596,546
All/JPEGImages/Adachi_20170908101008.jpg,3,0.0524,238,236,393,266
All/JPEGImages/Adachi_20170908101008.jpg,3,0.0123,24,327,118,360
All/JPEGImages/Adachi_20170908101008.jpg,1,0.9395,408,263,596,574
All/JPEGImages/Adachi_20170908101008.jpg,1,0.3082,183,235,239,378
All/JPEGImages/Adachi_20170908101008.jpg,1,0.0322,167,291,226,366
All/JPEGImages/Adachi_20170906153522.jpg,3,0.3285,208,321,370,344
All/JPEGImages/Adachi_20170906153522.jpg,2,0.4952,22,515,298,561
All/JPEGImages/Adachi_20170906153522.jpg,1,0.9329,343,321,547,587
All/JPEGImages/Adachi_20170906151238.jpg,1,0.6137,268,460,297,596
All/JPEGImages/Adachi_20170906151238.jpg,1,0.5331,154,311,259,452
All/JPEGImages/Adachi_20170906151238.jpg,0,0.3121,162,323,237,441
All/JPEGImages/Adachi_20170906151238.jpg,1,0.0265,-1,445,66,508
All/JPEGImages/Adachi_20170906151238.jpg,1,0.0101,149,342,215,447
