../RoadDamageDataset/All/JPEGImages/Adachi_20170908142224.jpg,5,0.0139,24,391,83,448
../RoadDamageDataset/All/JPEGImages/Adachi_20170908142224.jpg,3,0.1202,21,213,578,297
../RoadDamageDataset/All/JPEGImages/Adachi_20170908142224.jpg,1,0.7496,226,241,294,516
../RoadDamageDataset/All/JPEGImages/Adachi_20170908142224.jpg,0,0.0240,235,235,329,518
../RoadDamageDataset/All/JPEGImages/Adachi_20170908142224.jpg,1,0.0334,256,221,317,275
../RoadDamageDataset/All/JPEGImages/Adachi_20170908142224.jpg,1,0.0258,230,195,356,527
../RoadDamageDataset/All/JPEGImages/Adachi_20170906153135.jpg,6,0.8297,-11,344,639,462
../RoadDamageDataset/All/JPEGImages/Adachi_20170906153135.jpg,6,0.0458,27,349,229,464
../RoadDamageDataset/All/JPEGImages/Adachi_20170906153135.jpg,3,0.0237,343,456,453,503
../RoadDamageDataset/All/JPEGImages/Adachi_20170906153135.jpg,1,0.4627,399,471,470,597
../RoadDamageDataset/All/JPEGImages/Adachi_20170906153135.jpg,1,0.0943,344,419,471,568
../RoadDamageDataset/All/JPEGImages/Adachi_20170906153135.jpg,0,0.0143,116,370,201,470
../RoadDamageDataset/All/JPEGImages/Adachi_20170908101923.jpg,7,0.7767,308,215,354,602
../RoadDamageDataset/All/JPEGImages/Adachi_20170908101923.jpg,7,0.0527,301,298,372,507
../RoadDamageDataset/All/JPEGImages/Adachi_20170908101923.jpg,3,0.5930,201,336,618,367
../RoadDamageDataset/All/JPEGImages/Adachi_20170908101923.jpg,3,0.0367,336,391,539,472
../RoadDamageDataset/All/JPEGImages/Adachi_20170908101923.jpg,3,0.0262,317,349,532,399
../RoadDamageDataset/All/JPEGImages/Adachi_20170908101923.jpg,1,0.0145,370,213,438,266
../RoadDamageDataset/All/JPEGImages/Adachi_20170908101923.jpg,3,0.0109,370,213,438,266
../RoadDamageDataset/All/JPEGImages/Adachi_20170908101923.jpg,1,0.8004,403,195,448,252
../RoadDamageDataset/All/JPEGImages/Adachi_20170921111914.jpg,7,0.0637,385,371,587,487
../RoadDamageDataset/All/JPEGImages/Adachi_20170921111914.jpg,4,0.0100,29,391,539,571
../RoadDamageDataset/All/JPEGImages/Adachi_20170921111914.jpg,2,0.0418,-6,383,519,603
../RoadDamageDataset/All/JPEGImages/Adachi_20170921111914.jpg,0,0.9101,40,376,273,595
../RoadDamageDataset/All/JPEGImages/Adachi_20170921111914.jpg,0,0.0932,344,420,463,544
../RoadDamageDataset/All/JPEGImages/Adachi_20170921111914.jpg,0,0.0160,394,412,506,466
../RoadDamageDataset/All/JPEGImages/Adachi_20170920150509.jpg,6,0.9011,4,329,576,510
../RoadDamageDataset/All/JPEGImages/Adachi_20170914153127.jpg,7,0.6822,8,150,210,468
../RoadDamageDataset/All/JPEGImages/Adachi_20170914153127.jpg,7,0.0372,411,133,570,274
../RoadDamageDataset/All/JPEGImages/Adachi_20170914153127.jpg,7,0.0307,157,104,190,136
../RoadDamageDataset/All/JPEGImages/Adachi_20170914153127.jpg,7,0.0245,93,122,229,236
../RoadDamageDataset/All/JPEGImages/Adachi_20170914153127.jpg,7,0.0229,121,142,206,201
../RoadDamageDataset/All/JPEGImages/Adachi_20170914153127.jpg,7,0.0171,343,110,450,140
../RoadDamageDataset/All/JPEGImages/Adachi_20170914153127.jpg,7,0.0148,182,99,217,126
../RoadDamageDataset/All/JPEGImages/Adachi_20170914153127.jpg,3,0.0526,372,300,525,330
../RoadDamageDataset/All/JPEGImages/Adachi_20170914153127.jpg,3,0.0169,63,154,261,246
../RoadDamageDataset/All/JPEGImages/Adachi_20170914153127.jpg,3,0.0146,96,169,231,227
../RoadDamageDataset/All/JPEGImages/Adachi_20170914153127.jpg,1,0.8288,305,177,396,326
../RoadDamageDataset/All/JPEGImages/Adachi_20170914153127.jpg,1,0.8091,493,333,595,473
../RoadDamageDataset/All/JPEGImages/Adachi_20170914153127.jpg,1,0.1938,248,95,287,128
../RoadDamageDataset/All/JPEGImages/Adachi_20170914153127.jpg,1,0.0155,256,98,309,136
../RoadDamageDataset/All/JPEGImages/Adachi_20170906151017.jpg,4,0.3381,101,343,222,566
../RoadDamageDataset/All/JPEGImages/Adachi_20170906151017.jpg,4,0.1217,113,343,212,452
../RoadDamageDataset/All/JPEGImages/Adachi_20170906151017.jpg,1,0.8670,98,360,222,587
../RoadDamageDataset/All/JPEGImages/Adachi_20170906151017.jpg,0,0.8092,331,348,451,513
../RoadDamageDataset/All/JPEGImages/Adachi_20170908104019.jpg,7,0.1420,388,462,554,567
../RoadDamageDataset/All/JPEGImages/Adachi_20170908104019.jpg,4,0.9544,-43,209,670,574
../RoadDamageDataset/All/JPEGImages/Adachi_20170908104019.jpg,3,0.0152,-192,90,334,220
../RoadDamageDataset/All/JPEGImages/Adachi_20170908104019.jpg,0,0.0288,13,273,237,574
../RoadDamageDataset/All/JPEGImages/Adachi_20170914151307.jpg,7,0.0474,325,109,466,138
../RoadDamageDataset/All/JPEGImages/Adachi_20170914151307.jpg,7,0.0143,237,100,364,143
../RoadDamageDataset/All/JPEGImages/Adachi_20170914151307.jpg,6,0.8922,69,165,590,379
